"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",17758.15,331.00,328.22,0.10%,-15.78%,84.80%,-0.57%,0.80%,0.98,2675.11,53.81,0.30%,1189978
2,"AA",10325.50,1070.00,1068.50,0.07%,10.31%,61.10%,4.61%,12.10%,4.69,27572.21,9.64,-0.10%,23865962
3,"AADR",,,,,,,,,,9.93,36.81,-0.30%,4425
4,"AAIT",,,,,,,,,0.04,1.62,31.07,-1.89%,100
5,"AAMC",1692.00,2.35,,46.34%,0.02%,15.30%,11.76%,,7.62,4.84,720.00,0.00%,0
6,"AAME",85.50,21.27,5.03,75.13%,,4.80%,-4.94%,0.24%,1.44,8.49,4.03,0.12%,4876
7,"AAN",2219.11,76.10,67.11,0.50%,-7.98%,99.60%,3.43%,6.77%,5.72,793.27,28.72,-1.51%,458373
8,"AAOI",159.19,12.60,11.46,1.40%,,17.70%,,0.16%,0.20,95.58,12.96,2.61%,36227
9,"AAON",1674.02,55.14,28.04,0.70%,1.05%,58.40%,1.37%,3.55%,10.87,91.68,30.58,0.72%,80468
10,"AAP",7384.55,72.75,72.25,0.70%,-3.60%,96.20%,-0.01%,3.67%,3.40,779.52,102.03,0.51%,400683
11,"AAPL",482278.97,904.16,899.28,0.04%,34.12%,61.10%,-1.68%,1.98%,1.45,12227.78,545.96,2.35%,12825666
12,"AAT",1253.84,39.82,34.34,0.70%,4.89%,86.10%,19.87%,2.77%,3.62,262.51,31.29,-0.64%,159618
13,"AAU",64.85,60.05,52.97,5.36%,,5.90%,174.02%,0.94%,3.91,126.70,1.09,0.93%,74050
14,"AAV",680.27,168.38,167.07,0.25%,,58.00%,4.02%,0.10%,1.10,147.80,4.00,-0.99%,105058
15,"AAWW",930.59,25.12,24.52,1.60%,-4.06%,99.80%,-2.69%,3.64%,3.07,291.32,38.16,3.02%,321824
16,"AAXJ",2029.35,33.80,33.80,,,,,0.75%,0.35,716.71,60.62,0.97%,211582
17,"AB",2043.51,92.26,86.69,0.10%,91.18%,31.70%,-6.87%,2.16%,5.12,365.64,21.99,-0.72%,292743
18,"ABAX",801.68,22.31,21.06,2.60%,-5.23%,97.40%,-2.88%,8.86%,10.97,170.22,36.24,0.83%,96988
19,"ABB",58251.92,2297.00,2295.97,,,3.60%,0.46%,0.20%,3.36,1359.53,25.53,0.67%,622359
20,"ABBV",77274.00,1590.00,1589.52,0.06%,1.27%,68.10%,1.38%,0.82%,2.76,4731.61,48.25,-0.72%,3417842
21,"ABC",16274.05,230.48,230.59,0.20%,29.14%,88.60%,-0.42%,2.62%,4.63,1307.69,70.50,-0.16%,863341
22,"ABCB",481.61,23.90,22.99,1.80%,2.62%,69.10%,-0.64%,2.55%,5.86,100.08,20.55,1.99%,47287
23,"ABCD",74.35,47.36,15.11,0.30%,-2.70%,18.10%,-2.97%,0.06%,0.39,24.76,1.56,-0.64%,22758
24,"ABCO",2275.70,35.88,35.86,0.50%,-13.91%,96.80%,1.05%,6.95%,14.76,168.89,64.59,1.84%,151674
25,"ABFS",830.53,25.74,24.30,3.40%,12.18%,96.60%,8.26%,11.63%,5.38,525.21,32.65,1.18%,448636
26,"ABG",1574.60,30.70,30.28,1.20%,-34.84%,98.60%,-3.69%,4.18%,3.90,324.34,51.87,1.13%,112719
27,"ABIO",6.97,4.94,12.88,15.40%,56.54%,6.00%,-67.60%,10.56%,1.76,773.51,1.42,0.71%,399535
28,"ABM",1534.20,54.95,49.82,1.70%,4.83%,82.60%,-1.04%,1.79%,4.49,198.98,27.95,0.11%,153073
29,"ABMC",2.83,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.36,16.15,0.13,0.00%,0
30,"ABMD",1107.52,39.26,39.02,2.90%,-3.31%,98.60%,0.67%,13.80%,12.44,432.73,28.55,1.21%,299720
31,"ABR",287.57,43.11,38.29,0.20%,-6.51%,59.10%,24.95%,0.41%,0.66,241.04,6.61,-0.90%,35418
32,"ABT",59077.14,1551.80,1543.14,0.10%,0.65%,68.10%,0.00%,0.89%,1.76,7799.99,38.32,0.66%,4509917
33,"ABTL",106.47,8.87,8.78,8.62%,-39.65%,50.10%,6.45%,0.45%,0.28,140.66,12.35,2.83%,238194
34,"ABX",16226.21,1001.00,1161.43,,,73.90%,3.15%,0.99%,0.65,17753.70,16.36,0.93%,11160678
35,"ACAD",2054.12,89.50,90.65,0.10%,-20.44%,88.10%,-3.86%,10.75%,3.80,2561.96,23.19,1.05%,1010171
36,"ACAS",4343.34,286.50,267.10,0.70%,-10.73%,61.10%,-4.00%,0.58%,0.76,2062.87,15.29,0.86%,1772807
37,"ACAT",754.17,13.38,13.26,1.60%,-15.08%,89.10%,-1.97%,3.12%,3.72,111.24,56.34,-0.05%,85559
38,"ACC",3401.19,104.78,104.28,0.30%,4.66%,99.00%,-0.53%,2.62%,3.11,878.48,32.76,0.92%,468647
39,"ACCL",533.78,55.66,55.13,0.92%,-17.68%,89.90%,-0.01%,1.71%,7.67,122.48,9.66,0.73%,134244
40,"ACCO",680.46,113.60,112.50,0.40%,-13.35%,,0.03%,14.68%,20.43,808.78,6.04,0.83%,620093
41,"ACCU",,,,,,,,,,16.25,28.43,0.46%,44550
42,"ACE",34982.03,340.89,338.12,0.10%,7.24%,93.50%,0.73%,1.09%,3.07,1193.66,103.15,0.52%,1121887
43,"ACET",582.06,27.76,26.67,4.80%,9.81%,66.30%,-1.01%,1.44%,1.56,247.20,21.49,2.48%,204332
44,"ACFC",9.57,2.50,1.72,0.10%,,7.90%,0.51%,0.86%,2.87,5.17,3.88,1.57%,1935427
45,"ACFN",69.65,18.09,20.51,6.40%,12.54%,42.00%,-6.47%,12.84%,8.60,305.96,3.76,-2.34%,246917
46,"ACG",1700.38,242.91,242.91,0.10%,359.09%,25.00%,18.05%,0.04%,0.11,851.96,6.96,-0.57%,633998
47,"ACGL",7714.81,131.50,128.05,0.90%,-5.43%,92.50%,-2.74%,2.13%,7.97,342.06,58.94,0.46%,205074
48,"ACH",4922.92,540.98,156.18,,,2.10%,0.19%,1.99%,32.51,95.63,9.31,2.31%,53796
49,"ACHC",2333.87,50.04,46.86,0.80%,-48.70%,72.50%,0.45%,11.07%,23.30,222.68,47.03,0.84%,208685
50,"ACHN",305.41,96.65,96.46,0.10%,-0.86%,94.70%,-5.87%,19.82%,6.26,3055.45,3.19,0.95%,1421630
51,"ACI",856.93,212.11,211.11,0.54%,1.78%,62.20%,-5.80%,18.45%,4.47,8713.25,4.05,0.25%,8412794
52,"ACIM",,,,,,,,,,1.24,62.62,0.12%,2906
53,"ACIW",2503.22,39.13,38.09,0.80%,-34.50%,98.90%,2.75%,11.15%,12.78,332.23,64.70,1.13%,202379
54,"ACLS",241.05,109.07,107.94,1.40%,2.07%,50.10%,-3.73%,1.48%,2.14,747.00,2.19,-0.90%,692778
55,"ACM",2890.36,99.26,85.15,1.00%,-39.68%,72.70%,1.63%,1.08%,1.44,637.97,29.12,0.00%,517068
56,"ACMP",10071.44,178.04,164.32,31.43%,84.03%,74.10%,37.97%,0.56%,2.68,343.81,55.73,-1.48%,478541
57,"ACN",49694.44,642.30,635.92,0.30%,9.30%,81.40%,-2.47%,1.89%,3.77,3184.17,77.61,0.31%,1756282
58,"ACNB",105.58,5.97,5.78,1.70%,0.99%,6.90%,5.91%,0.05%,0.72,3.86,18.00,1.80%,1800
59,"ACO",1008.48,32.50,24.82,1.50%,-18.41%,71.00%,-1.10%,6.96%,19.58,88.20,31.09,0.19%,84503
60,"ACOR",1391.67,40.32,40.48,1.80%,30.36%,86.70%,2.77%,6.33%,7.85,326.69,34.92,1.16%,182929
